Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
331,265.14737065898663,265.14737065898663,,431.6018911052104,-4.449098020354398,162491.42753102645,21.355273383791296,-1,,,,,,,,unassigned,,,,,,,,
332,266.0149286796941,266.0149286796941,,127.32925012939923,-0.22121321661149243,162226.3027637555,6.300136774895695,-1,,,,,,,,unassigned,,,,,,,,
335,268.03059444087637,268.03059444087637,,903.3008137753119,-101.66870713769785,161615.4282966816,44.69451182564584,-1,,,,,,,,unassigned,,,,,,,,
339,270.0462145242277,270.0462145242277,,2387.4166852541307,-5.830065563006738,161011.17878915463,118.12723031419378,-1,,,,,,,,unassigned,,,,,,,,
340,271.0124692463766,271.0124692463766,,151.8587607378726,-0.30289743972834776,160723.5540466227,7.5138348976568485,-1,,,,,,,,unassigned,,,,,,,,
341,271.0495370235212,271.0495370235212,,152.84726476460435,-0.2609951531093422,160712.55402499487,7.562745187826753,-1,,,,,,,,unassigned,,,,,,,,
345,272.06185331963496,272.06185331963496,,362.389310398663,-0.6544147612973514,160413.30432261262,17.930697141084938,-1,,,,,,,,unassigned,,,,,,,,
350,277.0327403456956,277.0327403456956,,141.0406101658868,-0.28206832303124424,158967.93054992077,6.978562537333805,-1,,,,,,,,unassigned,,,,,,,,
354,278.97043828439195,278.97043828439195,,275.96644845794657,-0.5039504093887368,158414.5560156993,13.654571662052323,-1,,,,,,,,unassigned,,,,,,,,
357,280.9824941388285,280.9824941388285,,170.06523312005703,-4.8822828542843,157846.68150745152,8.414674776000238,-1,,,,,,,,unassigned,,,,,,,,
364,284.0253940974509,284.0253940974509,,469.68747273325675,-0.9044009094871187,156998.55727614657,23.239713708102492,-1,,,,,,,,unassigned,,,,,,,,
367,286.04104822571077,286.04104822571077,,2008.1985498557315,-3.995706211036581,156444.68277157014,99.36385804817584,-1,,,,,,,,unassigned,,,,,,,,
368,286.214422444626,286.214422444626,,171.19425508723074,-0.6615477347691945,156397.307800511,8.470537767479632,-1,,,,,,,,unassigned,,,,,,,,
369,287.00724229594914,287.00724229594914,,128.76296408499522,-0.2403514859586632,156181.18300622347,6.37107565191847,-1,,,,,,,,unassigned,,,,,,,,
373,288.0566907624748,288.0566907624748,,1618.40528457037,-3.1394922570348953,155896.05825742512,80.07723786675402,-1,,,,,,,,unassigned,,,,,,,,
380,293.1785765454503,293.1785765454503,,161.618630500845,-81.68774121968458,154528.30949721785,7.996744475380796,-1,,,,,,,,unassigned,,,,,,,,
381,294.98168902570393,294.98168902570393,,297.73553437111065,-13.520057684269364,154055.3099402877,14.731686453649782,-1,,,,,,,,unassigned,,,,,,,,
383,297.04579960477724,297.04579960477724,,135.08977872181615,-0.2713075259377979,153519.4354348967,6.684120749732806,-1,,,,,,,,unassigned,,,,,,,,
385,297.1523409572053,297.1523409572053,,643.8824533447051,-1.8960903575135446,153491.93544170985,31.858724675630654,-1,,,,,,,,unassigned,,,,,,,,
391,300.0202181787579,300.0202181787579,,138.03244300567093,-0.27641403389761743,152756.5611434911,6.829721131829182,-1,,,,,,,,unassigned,,,,,,,,
395,302.03591110254484,302.03591110254484,,627.9197415712689,-1.3535248539236742,152245.93661888418,31.068904054142003,-1,,,,,,,,unassigned,,,,,,,,
397,304.05151849985145,304.05151849985145,,1229.4887166475692,-2.5939709259189163,151740.1870856466,60.8339958823192,-1,,,,,,,,unassigned,,,,,,,,
398,305.0483341300303,305.0483341300303,,162.1687261259121,-1.2896424085799043,75745.65617104796,8.023962712146286,-1,,,,,,,,unassigned,,,,,,,,
405,311.1679660682072,311.1679660682072,,1652.29886671807,-3.900948544115096,149995.31379477787,81.75426182711401,-1,,,,,,,,unassigned,,,,,,,,
406,312.1712918243045,312.1712918243045,,333.8619074259107,-1.2783813185531891,149754.0640156945,16.51918689989325,-1,,,,,,,,unassigned,,,,,,,,
408,314.03468955136776,314.03468955136776,,397.8077654851629,-0.9098544651480235,149308.8144674173,19.683170442967114,-1,,,,,,,,unassigned,,,,,,,,
415,320.0463629173755,320.0463629173755,,174.5449835927654,-0.3848247075679919,147900.19086126628,8.636328800246705,-1,,,,,,,,unassigned,,,,,,,,
416,321.0432956108993,321.0432956108993,,159.98286207623553,-0.48695866095719087,118135.90286522766,7.91580812496153,-1,,,,,,,,unassigned,,,,,,,,
419,322.9905469311957,322.9905469311957,,497.71734864317654,-44.738836935335875,147224.56653873506,24.626606757707243,-1,,,,,,,,unassigned,,,,,,,,
423,325.1834270639018,325.1834270639018,,1479.8285574578538,-3.416114439530899,146727.3170222397,73.22058604685401,-1,,,,,,,,unassigned,,,,,,,,
424,326.18674588411506,326.18674588411506,,278.873285541521,-0.6608020712705142,146501.44225290365,13.798399346502256,-1,,,,,,,,unassigned,,,,,,,,
425,327.0561682644795,327.0561682644795,,154.9373888874611,-0.36694170136718063,146306.31746741929,7.666162649542143,-1,,,,,,,,unassigned,,,,,,,,
426,329.0718665366343,329.0718665366343,,380.7217000001104,-0.9097063136951495,145857.8179216875,18.83776729018595,-1,,,,,,,,unassigned,,,,,,,,
427,331.08748241906915,331.08748241906915,,885.8033435239879,-2.1061053023336433,145413.19339994248,43.82875273505211,-1,,,,,,,,unassigned,,,,,,,,
428,337.03808141590633,337.03808141590633,,125.37927719972916,-0.8924043689945137,144123.4447479648,6.203653868165461,-1,,,,,,,,unassigned,,,,,,,,
429,339.1990505251825,339.1990505251825,,400.8035427608765,-1.0412493988451446,143663.94521705125,19.83139880813018,-1,,,,,,,,unassigned,,,,,,,,
431,344.978199709007,344.978199709007,,138.6990546277401,-0.3577838734039097,142455.1965075556,6.862704475330403,-1,,,,,,,,unassigned,,,,,,,,
436,360.97306639114214,360.97306639114214,,200.34925542794656,-1.4036270573793892,139263.3250399842,9.9131009619693,-1,,,,,,,,unassigned,,,,,,,,
442,393.27675242488476,393.27675242488476,,172.5186219859965,-0.5152456935088444,133421.58191522027,8.536066250478545,-1,,,,,,,,unassigned,,,,,,,,
444,410.9697912625384,410.9697912625384,,157.24873139178288,-0.5388170177352004,130517.96056894759,7.780525797805866,-1,,,,,,,,unassigned,,,,,,,,
447,473.2813658036023,473.2813658036023,,270.5395905186987,-1.0589628230298576,121622.97283579495,13.386055612201682,-1,,,,,,,,unassigned,,,,,,,,
448,519.2506214281138,519.2506214281138,,149.6455241079503,-1.7005401934990771,116114.60637802395,7.404325939820772,-1,,,,,,,,unassigned,,,,,,,,
